User_Id,Place_Id,Place_Ratings,Comment
31,291,2,"Ada beberapa hal di Water Park Bandung Indah yang bikin kecewa, gak sesuai harapan."
31,231,5,"The Great Asia Africa bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
31,43,3,"Mungkin karena harapanku tinggi, jadinya The Escape Hunt terkesan biasa aja."
31,177,5,Semua di Pantai Parangtritis tuh pas banget. Gak ada yang mengecewakan sama sekali.
31,101,2,"Sebenarnya bisa jadi tempat bagus, tapi Kampung Wisata Sosro Menduran kayaknya butuh banyak perbaikan."
31,324,2,"Aku sebenernya berharap lebih dari Happyfarm Ciwidey, tapi yaudah lah."
31,328,3,"Masih banyak tempat lain yang lebih menarik, tapi Gua Pawon juga gak buruk."
31,105,3,"Gak buruk sih, tapi aku berharap lebih dari Candi Donotirto."
31,329,3,"Kalau cuma buat foto-foto, Bukit Gantole Cililin lumayan menarik, tapi gak lebih dari itu."
31,107,5,"Gilaa, Bangsal Pagelaran keren banget! Liburan jadi lebih seru gara-gara ke sini."
31,86,3,"Keraton Yogyakarta rasanya agak kurang greget, tapi tetep layak dicoba kok."
31,94,4,"Hampir semua hal di Sumur Gumuling sesuai ekspektasi, jadi bakal balik lagi pastinya."
31,251,2,"Ada beberapa hal di Taman Lansia yang bikin kecewa, gak sesuai harapan."
31,345,2,"Aku sebenernya berharap lebih dari Kampoeng Djadhoel Semarang, tapi yaudah lah."
31,110,2,"Aku sebenernya berharap lebih dari Monumen Serangan Umum 1 Maret, tapi yaudah lah."
31,300,5,Semua di Sanghyang Heuleut tuh pas banget. Gak ada yang mengecewakan sama sekali.
31,374,5,"Kalau bisa kasih lebih dari 5 bintang buat Hutan Pinus Kayon, pasti aku kasih!"
31,6,2,"Sayang banget Taman Impian Jaya Ancol kurang terawat, padahal potensinya besar."
31,191,2,"Kurang puas sama pengalaman di Pantai Drini, bisa jauh lebih baik dari ini."
31,130,2,"Ada beberapa hal di Studio Alam Gamplong yang bikin kecewa, gak sesuai harapan."
31,39,3,"Gak buruk sih, tapi aku berharap lebih dari Museum Macan (Modern and Contemporary Art in Nusantara)."
31,238,4,"Gunung Manglayang bikin hati adem, overall pengalaman di sini menyenangkan!"
31,322,2,"Ada beberapa hal di Bukit Jamur yang bikin kecewa, gak sesuai harapan."
31,102,3,"Buat refreshing, Monumen Batik Yogyakarta masih oke lah, walaupun gak spesial banget."
31,409,2,"Kurang puas sama pengalaman di Rumah Batik, bisa jauh lebih baik dari ini."
31,126,5,"Gilaa, Pantai Goa Cemara keren banget! Liburan jadi lebih seru gara-gara ke sini."
31,187,3,"Mungkin karena harapanku tinggi, jadinya Pantai Siung terkesan biasa aja."
31,244,4,"Kampung Batu Malakasari bikin hati adem, overall pengalaman di sini menyenangkan!"
31,215,3,"Masih banyak tempat lain yang lebih menarik, tapi Taman Hutan Raya Ir. H. Djuanda juga gak buruk."
31,327,2,"Sebenarnya bisa jadi tempat bagus, tapi Taman Miniatur Kereta Api kayaknya butuh banyak perbaikan."
31,229,2,"Kurang puas sama pengalaman di Rabbit Town, bisa jauh lebih baik dari ini."
31,273,5,"Gilaa, Curug Bugbrug keren banget! Liburan jadi lebih seru gara-gara ke sini."
31,142,3,"Ledok Sambi biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
31,397,4,"Hampir semua hal di Taman Kunang-Kunang sesuai ekspektasi, jadi bakal balik lagi pastinya."
31,402,2,"Ada beberapa hal di Food Junction Grand Pakuwon yang bikin kecewa, gak sesuai harapan."
31,267,4,"Nyaman banget di Panama Park 825, walaupun gak sepenuhnya sempurna."
32,246,4,"Seru banget liburan di Curug Tilu Leuwi Opat, meskipun ada sedikit kekurangan kecil."
32,367,3,"Wisata Lereng Kelir rasanya agak kurang greget, tapi tetep layak dicoba kok."
32,407,3,"Gak buruk sih, tapi aku berharap lebih dari Taman Ekspresi Dan Perpustakaan."
32,297,3,"Buat refreshing, Mountain View Golf Club masih oke lah, walaupun gak spesial banget."
32,418,2,"Sayang banget Museum Sepuluh Nopember Kota Surabaya kurang terawat, padahal potensinya besar."
32,322,3,"Buat refreshing, Bukit Jamur masih oke lah, walaupun gak spesial banget."
32,298,5,Semua di Gunung Lalakon tuh pas banget. Gak ada yang mengecewakan sama sekali.
32,77,2,"Taman Hutan Tebet tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
32,433,3,"Kalau cuma buat foto-foto, Museum Mpu Tantular lumayan menarik, tapi gak lebih dari itu."
32,236,3,"Masih banyak tempat lain yang lebih menarik, tapi Taman Balai Kota Bandung juga gak buruk."
32,362,5,"Suasananya enak, pemandangannya cakep banget di Danau Rawa Pening. Worth every penny!"
32,200,4,"Pantai Watu Kodok bikin hati adem, overall pengalaman di sini menyenangkan!"
32,62,3,"Masih banyak tempat lain yang lebih menarik, tapi Taman Legenda Keong Emas juga gak buruk."
32,279,4,"Masjid Agung Trans Studio Bandung bikin hati adem, overall pengalaman di sini menyenangkan!"
32,54,2,"Ada beberapa hal di Taman Agrowisata Cilangkap yang bikin kecewa, gak sesuai harapan."
32,312,5,"Taman Hutan Raya Ir. H. Juanda bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
32,359,3,"Kalau cuma buat foto-foto, Taman Bunga Celosia lumayan menarik, tapi gak lebih dari itu."
32,166,2,"Sebenarnya bisa jadi tempat bagus, tapi Kebun Teh Nglinggo kayaknya butuh banyak perbaikan."
32,282,5,"Gilaa, Curug Cilengkrang keren banget! Liburan jadi lebih seru gara-gara ke sini."
32,76,3,"Gak buruk sih, tapi aku berharap lebih dari Taman Cattleya."
32,374,4,"Hampir semua hal di Hutan Pinus Kayon sesuai ekspektasi, jadi bakal balik lagi pastinya."
32,147,2,"Ada beberapa hal di Bentara Budaya Yogyakarta (BBY) yang bikin kecewa, gak sesuai harapan."
32,402,5,Food Junction Grand Pakuwon juara banget! Gak ada tandingannya buat liburan kali ini.
32,256,3,"Buat refreshing, Wisata Batu Kuda masih oke lah, walaupun gak spesial banget."
32,122,4,"Watu Goyang bikin hati adem, overall pengalaman di sini menyenangkan!"
32,323,4,"Keren, Kebun Tanaman Obat Sari Alam emang tempat liburan yang cocok buat keluarga atau teman."
32,336,5,Semua di Grand Maerakaca tuh pas banget. Gak ada yang mengecewakan sama sekali.
32,328,3,"Kalau cuma buat foto-foto, Gua Pawon lumayan menarik, tapi gak lebih dari itu."
32,357,2,"Aku sebenernya berharap lebih dari Wisata Alam Wana Wisata Penggaron, tapi yaudah lah."
32,79,3,"Buat refreshing, Taman Spathodea masih oke lah, walaupun gak spesial banget."
32,141,2,"Ada beberapa hal di Bunker Kaliadem Merapi yang bikin kecewa, gak sesuai harapan."
32,344,3,"Masih banyak tempat lain yang lebih menarik, tapi Pantai Marina juga gak buruk."
32,241,4,"Udah oke banget sih Lawangwangi Creative Space, mungkin lain kali bakal lebih perfect lagi."
33,129,2,"Sebenarnya bisa jadi tempat bagus, tapi Bukit Lintang Sewu kayaknya butuh banyak perbaikan."
33,134,4,"Nyaman banget di Desa Wisata Gamplong, walaupun gak sepenuhnya sempurna."
33,150,5,"Wisata Kraton Jogja bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
33,145,3,"Gak buruk sih, tapi aku berharap lebih dari Desa Wisata Rumah Domes/Teletubbies."
33,388,2,"Ada beberapa hal di Watu Gunung Ungaran yang bikin kecewa, gak sesuai harapan."
33,337,4,"Hampir semua hal di Kampung Pelangi sesuai ekspektasi, jadi bakal balik lagi pastinya."
33,78,4,"Nyaman banget di Hutan Kota Srengseng, walaupun gak sepenuhnya sempurna."
33,416,3,"Keraton Surabaya rasanya agak kurang greget, tapi tetep layak dicoba kok."
33,39,5,"Suasananya enak, pemandangannya cakep banget di Museum Macan (Modern and Contemporary Art in Nusantara). Worth every penny!"
33,275,4,"Udah oke banget sih Curug Cipanas, mungkin lain kali bakal lebih perfect lagi."
33,38,2,"Istana Negara Republik Indonesia tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
33,84,2,"Ada beberapa hal di Kawasan Kuliner BSM yang bikin kecewa, gak sesuai harapan."
33,303,3,"Mungkin karena harapanku tinggi, jadinya Masjid Al-Imtizaj terkesan biasa aja."
33,74,5,Museum Tengah Kebun juara banget! Gak ada tandingannya buat liburan kali ini.
33,268,3,"Masih banyak tempat lain yang lebih menarik, tapi Sudut Pandang Bandung juga gak buruk."
33,264,2,"Sayang banget Gereja Katedral Santo Petrus Bandung kurang terawat, padahal potensinya besar."
33,369,3,"Monumen Palagan Ambarawa biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
33,122,2,"Watu Goyang tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
33,384,2,"Kampung Tematik Jawi kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
33,113,3,"Buat refreshing, Gedung Agung Yogyakarta masih oke lah, walaupun gak spesial banget."
33,213,2,"Kurang puas sama pengalaman di Gedung Sate, bisa jauh lebih baik dari ini."
33,265,4,"Nyaman banget di Museum Mandala Wangsit Siliwangi, walaupun gak sepenuhnya sempurna."
33,429,2,"Sayang banget House of Sampoerna kurang terawat, padahal potensinya besar."
33,136,5,"Suasananya enak, pemandangannya cakep banget di Grojogan Watu Purbo Bangunrejo. Worth every penny!"
33,8,4,"Ocean Ecopark itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
33,75,2,"Ada beberapa hal di SnowBay Waterpark yang bikin kecewa, gak sesuai harapan."
33,324,3,"Gak buruk sih, tapi aku berharap lebih dari Happyfarm Ciwidey."
33,236,5,"Berasa kayak mimpi pas di Taman Balai Kota Bandung, saking bagusnya. Harus banget balik lagi!"
33,34,3,"Buat refreshing, Pasar Taman Puring masih oke lah, walaupun gak spesial banget."
33,36,2,"Kurang puas sama pengalaman di Skyrink - Mall Taman Anggrek, bisa jauh lebih baik dari ini."
33,435,4,"Taman Air Mancur Menari Kenjeran itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
33,23,3,"Buat refreshing, Gereja Katedral masih oke lah, walaupun gak spesial banget."
33,296,2,"Batununggal Indah Club tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
33,61,4,"Udah oke banget sih Tugu Proklamasi, mungkin lain kali bakal lebih perfect lagi."
33,304,3,"Gak buruk sih, tapi aku berharap lebih dari Situ Cileunca."
33,224,2,"Aku sebenernya berharap lebih dari Dago Dreampark, tapi yaudah lah."
34,16,5,Semua di Jembatan Kota Intan tuh pas banget. Gak ada yang mengecewakan sama sekali.
34,341,3,"Gak buruk sih, tapi aku berharap lebih dari Hutan Wisata Tinjomoyo Semarang."
34,247,4,"Udah oke banget sih Kiara Artha Park, mungkin lain kali bakal lebih perfect lagi."
34,183,3,"Gak buruk sih, tapi aku berharap lebih dari Jogja Bay Pirates Adventure Waterpark."
34,230,4,"Nyaman banget di Stone Garden Citatah, walaupun gak sepenuhnya sempurna."
34,103,3,"Mungkin karena harapanku tinggi, jadinya Tugu Pal Putih Jogja terkesan biasa aja."
34,174,2,"Kurang puas sama pengalaman di Pasar Beringharjo, bisa jauh lebih baik dari ini."
34,423,3,"Patung Sura dan Buaya biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
34,266,3,"Mungkin karena harapanku tinggi, jadinya Caringin Tilu terkesan biasa aja."
34,190,4,"Hampir semua hal di Pantai Samas sesuai ekspektasi, jadi bakal balik lagi pastinya."
34,342,4,"Taman Kasmaran bikin hati adem, overall pengalaman di sini menyenangkan!"
34,303,3,"Kalau cuma buat foto-foto, Masjid Al-Imtizaj lumayan menarik, tapi gak lebih dari itu."
34,204,4,"Desa Wisata Pulesari bikin hati adem, overall pengalaman di sini menyenangkan!"
34,281,3,"Buat refreshing, Tektona Waterpark masih oke lah, walaupun gak spesial banget."
34,120,2,"Bukit Panguk Kediwung kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
34,261,3,"Ciwangun Indah Camp Official rasanya agak kurang greget, tapi tetep layak dicoba kok."
34,197,3,"Pantai Jungwok biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
34,24,4,"Seru banget liburan di Museum Nasional, meskipun ada sedikit kekurangan kecil."
34,46,5,"Gilaa, Pulau Semak Daun keren banget! Liburan jadi lebih seru gara-gara ke sini."
34,176,4,"Nyaman banget di Museum Gunung Merapi, walaupun gak sepenuhnya sempurna."
34,433,4,"Udah oke banget sih Museum Mpu Tantular, mungkin lain kali bakal lebih perfect lagi."
35,380,5,"Kalau bisa kasih lebih dari 5 bintang buat Masjid Agung Ungaran, pasti aku kasih!"
35,60,3,"Kalau cuma buat foto-foto, Museum Tekstil lumayan menarik, tapi gak lebih dari itu."
35,301,4,"Lereng Anteng Panoramic Coffee Place itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
35,126,3,"Pantai Goa Cemara rasanya agak kurang greget, tapi tetep layak dicoba kok."
35,316,2,"Sayang banget Curug Malela kurang terawat, padahal potensinya besar."
35,39,2,"Sayang banget Museum Macan (Modern and Contemporary Art in Nusantara) kurang terawat, padahal potensinya besar."
35,426,2,"Sebenarnya bisa jadi tempat bagus, tapi Balai Kota Surabaya kayaknya butuh banyak perbaikan."
35,188,3,"Pantai Sadranan biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
35,330,3,"Buat refreshing, Bandros City Tour masih oke lah, walaupun gak spesial banget."
35,318,2,"Sayang banget Situ Patenggang kurang terawat, padahal potensinya besar."
35,158,2,"Ada beberapa hal di Pantai Pok Tunggal yang bikin kecewa, gak sesuai harapan."
35,402,5,"Food Junction Grand Pakuwon bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
35,328,4,"Nyaman banget di Gua Pawon, walaupun gak sepenuhnya sempurna."
35,344,4,"Hampir semua hal di Pantai Marina sesuai ekspektasi, jadi bakal balik lagi pastinya."
35,279,5,"Gilaa, Masjid Agung Trans Studio Bandung keren banget! Liburan jadi lebih seru gara-gara ke sini."
35,395,2,"Ada beberapa hal di Taman Prestasi yang bikin kecewa, gak sesuai harapan."
35,304,2,"Sayang banget Situ Cileunca kurang terawat, padahal potensinya besar."
35,336,2,"Sayang banget Grand Maerakaca kurang terawat, padahal potensinya besar."
35,5,4,"Keren, Atlantis Water Adventure emang tempat liburan yang cocok buat keluarga atau teman."
35,113,3,"Gedung Agung Yogyakarta rasanya agak kurang greget, tapi tetep layak dicoba kok."
35,241,2,"Kurang puas sama pengalaman di Lawangwangi Creative Space, bisa jauh lebih baik dari ini."
35,82,5,"Kalau bisa kasih lebih dari 5 bintang buat Museum Satria Mandala, pasti aku kasih!"
35,308,4,"Pemandian Air Panas Ciater itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
35,136,3,"Buat refreshing, Grojogan Watu Purbo Bangunrejo masih oke lah, walaupun gak spesial banget."
35,343,2,"Kurang puas sama pengalaman di Pantai Baruna, bisa jauh lebih baik dari ini."
35,319,4,"Nyaman banget di Kawah Rengganis Cibuni, walaupun gak sepenuhnya sempurna."
35,185,2,"Sayang banget Pantai Krakal kurang terawat, padahal potensinya besar."
35,372,4,"Gua Maria Kerep Ambarawa bikin hati adem, overall pengalaman di sini menyenangkan!"
35,254,5,"Berasa kayak mimpi pas di Teras Cikapundung BBWS, saking bagusnya. Harus banget balik lagi!"
36,128,4,"Keren, Gumuk Pasir Parangkusumo emang tempat liburan yang cocok buat keluarga atau teman."
36,379,4,"Nyaman banget di Goa Rong, walaupun gak sepenuhnya sempurna."
36,162,3,"Buat refreshing, Kampung Wisata Dipowinatan masih oke lah, walaupun gak spesial banget."
36,43,4,"The Escape Hunt bikin hati adem, overall pengalaman di sini menyenangkan!"
36,117,5,"Berasa kayak mimpi pas di The World Landmarks - Merapi Park Yogyakarta, saking bagusnya. Harus banget balik lagi!"
36,315,3,"Curug Luhur Waterfall biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
36,216,2,"Farm House Susu Lembang kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
36,32,5,"Kalau bisa kasih lebih dari 5 bintang buat Setu Babakan, pasti aku kasih!"
36,250,2,"Pesona Nirwana Waterpark & Cottages kurang bikin nyaman, tapi mungkin aku aja yang kurang cocok."
36,95,2,"Aku sebenernya berharap lebih dari Desa Wisata Sungai Code Jogja Kota, tapi yaudah lah."
36,68,2,"Pasar Petak Sembilan tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
36,4,2,"Sayang banget Taman Mini Indonesia Indah (TMII) kurang terawat, padahal potensinya besar."
36,214,5,"Gilaa, Trans Studio Bandung keren banget! Liburan jadi lebih seru gara-gara ke sini."
36,385,2,"Kurang puas sama pengalaman di Kampung Batik Gedong Semarang, bisa jauh lebih baik dari ini."
36,133,3,"Puncak Kebun Buah Mangunan rasanya agak kurang greget, tapi tetep layak dicoba kok."
36,23,5,Gereja Katedral juara banget! Gak ada tandingannya buat liburan kali ini.
36,1,4,"Keren, Monumen Nasional emang tempat liburan yang cocok buat keluarga atau teman."
36,181,3,"Kalau cuma buat foto-foto, Pantai Sundak lumayan menarik, tapi gak lebih dari itu."
36,138,4,"Seru banget liburan di Jogja Exotarium, meskipun ada sedikit kekurangan kecil."
36,136,3,"Grojogan Watu Purbo Bangunrejo biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
36,172,5,"Gilaa, Pantai Indrayanti keren banget! Liburan jadi lebih seru gara-gara ke sini."
36,414,4,"Jembatan Merah itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
36,274,4,"Keren, Babakan Siliwangi City Forest Path Bandung emang tempat liburan yang cocok buat keluarga atau teman."
36,278,3,"Gak buruk sih, tapi aku berharap lebih dari Masjid Daarut Tauhiid Bandung."
36,209,2,"Aku sebenernya berharap lebih dari Pantai Sanglen, tapi yaudah lah."
36,139,4,"Puncak Gunung Api Purba - Nglanggeran itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
36,242,3,"Gak buruk sih, tapi aku berharap lebih dari Curug Dago."
36,24,3,"Gak buruk sih, tapi aku berharap lebih dari Museum Nasional."
36,354,3,"Semarang Contemporary Art Gallery rasanya agak kurang greget, tapi tetep layak dicoba kok."
36,230,5,"Kalau bisa kasih lebih dari 5 bintang buat Stone Garden Citatah, pasti aku kasih!"
36,318,3,"Masih banyak tempat lain yang lebih menarik, tapi Situ Patenggang juga gak buruk."
36,39,2,"Museum Macan (Modern and Contemporary Art in Nusantara) tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
37,316,2,"Aku sebenernya berharap lebih dari Curug Malela, tapi yaudah lah."
37,312,2,"Kurang puas sama pengalaman di Taman Hutan Raya Ir. H. Juanda, bisa jauh lebih baik dari ini."
37,371,2,"Aku sebenernya berharap lebih dari Wisata Eling Bening, tapi yaudah lah."
37,378,2,"Sebenarnya bisa jadi tempat bagus, tapi Jembatan Biru Ambarawa kayaknya butuh banyak perbaikan."
37,43,5,"The Escape Hunt bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
37,34,4,"Pasar Taman Puring bikin hati adem, overall pengalaman di sini menyenangkan!"
37,433,4,"Udah oke banget sih Museum Mpu Tantular, mungkin lain kali bakal lebih perfect lagi."
37,52,2,"Ada beberapa hal di Kampung Cina yang bikin kecewa, gak sesuai harapan."
37,93,5,Gembira Loka Zoo juara banget! Gak ada tandingannya buat liburan kali ini.
37,213,4,"Udah oke banget sih Gedung Sate, mungkin lain kali bakal lebih perfect lagi."
37,366,2,"Tirto Argo Siwarak tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
37,300,5,"Suasananya enak, pemandangannya cakep banget di Sanghyang Heuleut. Worth every penny!"
37,311,2,"Sebenarnya bisa jadi tempat bagus, tapi The Lodge Maribaya kayaknya butuh banyak perbaikan."
37,167,5,"Gilaa, Geoforest Watu Payung Turunan keren banget! Liburan jadi lebih seru gara-gara ke sini."
37,260,3,"Museum Pos Indonesia rasanya agak kurang greget, tapi tetep layak dicoba kok."
37,326,3,"Kalau cuma buat foto-foto, Taman Kupu-Kupu Cihanjuang lumayan menarik, tapi gak lebih dari itu."
37,396,3,"Monumen Kapal Selam rasanya agak kurang greget, tapi tetep layak dicoba kok."
37,367,3,"Masih banyak tempat lain yang lebih menarik, tapi Wisata Lereng Kelir juga gak buruk."
37,267,4,"Hampir semua hal di Panama Park 825 sesuai ekspektasi, jadi bakal balik lagi pastinya."
37,63,5,Semua di Museum Kebangkitan Nasional tuh pas banget. Gak ada yang mengecewakan sama sekali.
37,103,3,"Tugu Pal Putih Jogja rasanya agak kurang greget, tapi tetep layak dicoba kok."
37,287,5,"Gilaa, Puspa Iptek Sundial keren banget! Liburan jadi lebih seru gara-gara ke sini."
37,132,3,"Air Terjun Kedung Pedut biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
37,256,2,"Ada beberapa hal di Wisata Batu Kuda yang bikin kecewa, gak sesuai harapan."
37,413,3,"Mungkin karena harapanku tinggi, jadinya Museum TNI AL Loka Jala Crana terkesan biasa aja."
37,60,5,"Museum Tekstil bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
37,385,4,"Kampung Batik Gedong Semarang itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
37,324,4,"Keren, Happyfarm Ciwidey emang tempat liburan yang cocok buat keluarga atau teman."
37,344,5,"Gilaa, Pantai Marina keren banget! Liburan jadi lebih seru gara-gara ke sini."
37,404,3,"Gak buruk sih, tapi aku berharap lebih dari Kenjeran Park."
37,330,3,"Mungkin karena harapanku tinggi, jadinya Bandros City Tour terkesan biasa aja."
38,173,2,"Pantai Nglambor tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
38,385,2,"Aku sebenernya berharap lebih dari Kampung Batik Gedong Semarang, tapi yaudah lah."
38,40,2,"Sayang banget Galeri Nasional Indonesia kurang terawat, padahal potensinya besar."
38,274,2,"Ada beberapa hal di Babakan Siliwangi City Forest Path Bandung yang bikin kecewa, gak sesuai harapan."
38,364,3,"Water Blaster Bukit Candi Golf rasanya agak kurang greget, tapi tetep layak dicoba kok."
38,17,3,"Gak buruk sih, tapi aku berharap lebih dari Museum Fatahillah."
38,41,2,"Ada beberapa hal di Museum Bahari Jakarta yang bikin kecewa, gak sesuai harapan."
38,4,4,"Udah oke banget sih Taman Mini Indonesia Indah (TMII), mungkin lain kali bakal lebih perfect lagi."
38,265,4,"Nyaman banget di Museum Mandala Wangsit Siliwangi, walaupun gak sepenuhnya sempurna."
38,155,3,"Masih banyak tempat lain yang lebih menarik, tapi Pantai Ngobaran juga gak buruk."
38,1,2,"Sebenarnya bisa jadi tempat bagus, tapi Monumen Nasional kayaknya butuh banyak perbaikan."
38,132,5,"Air Terjun Kedung Pedut bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
38,285,2,"Sebenarnya bisa jadi tempat bagus, tapi Taman Sejarah Bandung kayaknya butuh banyak perbaikan."
38,208,5,Semua di Taman Sungai Mudal tuh pas banget. Gak ada yang mengecewakan sama sekali.
38,224,5,"Dago Dreampark bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
38,290,2,"Museum Pendidikan Nasional tuh lokasinya bagus, tapi fasilitasnya masih jauh dari oke."
38,215,5,"Berasa kayak mimpi pas di Taman Hutan Raya Ir. H. Djuanda, saking bagusnya. Harus banget balik lagi!"
38,312,4,"Seru banget liburan di Taman Hutan Raya Ir. H. Juanda, meskipun ada sedikit kekurangan kecil."
38,411,5,"Masjid Muhammad Cheng Hoo bikin hati senang banget! Tempatnya asik parah, pokoknya rekomen deh."
38,236,2,"Kurang puas sama pengalaman di Taman Balai Kota Bandung, bisa jauh lebih baik dari ini."
38,401,5,"Kalau bisa kasih lebih dari 5 bintang buat Taman Keputran, pasti aku kasih!"
38,118,4,"Udah oke banget sih Museum Sonobudoyo Unit I, mungkin lain kali bakal lebih perfect lagi."
38,86,4,"Keraton Yogyakarta itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
38,58,2,"Sayang banget Taman Ayodya kurang terawat, padahal potensinya besar."
38,202,3,"Pantai Ngandong rasanya agak kurang greget, tapi tetep layak dicoba kok."
38,354,5,"Kalau bisa kasih lebih dari 5 bintang buat Semarang Contemporary Art Gallery, pasti aku kasih!"
38,237,4,"Panghegar Waterboom Bandung bikin hati adem, overall pengalaman di sini menyenangkan!"
38,326,5,"Berasa kayak mimpi pas di Taman Kupu-Kupu Cihanjuang, saking bagusnya. Harus banget balik lagi!"
38,53,5,"Berasa kayak mimpi pas di Rumah Sipitung, saking bagusnya. Harus banget balik lagi!"
38,349,4,"Udah oke banget sih Wisata Mangrove Tapak, mungkin lain kali bakal lebih perfect lagi."
38,117,5,The World Landmarks - Merapi Park Yogyakarta juara banget! Gak ada tandingannya buat liburan kali ini.
38,225,3,"Masih banyak tempat lain yang lebih menarik, tapi Orchid Forest Cikole juga gak buruk."
38,298,3,"Gak buruk sih, tapi aku berharap lebih dari Gunung Lalakon."
38,195,4,"Keren, Pantai Jogan emang tempat liburan yang cocok buat keluarga atau teman."
38,269,3,"Bumi Perkemahan Batu Kuda biasa aja sih menurutku, tapi lumayan buat pengalaman baru."
38,365,5,"Kalau bisa kasih lebih dari 5 bintang buat Waduk Jatibarang, pasti aku kasih!"
38,227,3,"Mungkin karena harapanku tinggi, jadinya Alun-Alun Kota Bandung terkesan biasa aja."
38,264,3,"Buat refreshing, Gereja Katedral Santo Petrus Bandung masih oke lah, walaupun gak spesial banget."
38,69,5,"Berasa kayak mimpi pas di Freedom Library, saking bagusnya. Harus banget balik lagi!"
39,167,3,"Kalau cuma buat foto-foto, Geoforest Watu Payung Turunan lumayan menarik, tapi gak lebih dari itu."
39,366,4,"Hampir semua hal di Tirto Argo Siwarak sesuai ekspektasi, jadi bakal balik lagi pastinya."
39,93,4,"Seru banget liburan di Gembira Loka Zoo, meskipun ada sedikit kekurangan kecil."
39,241,4,"Udah oke banget sih Lawangwangi Creative Space, mungkin lain kali bakal lebih perfect lagi."
39,85,5,"Suasananya enak, pemandangannya cakep banget di Taman Pintar Yogyakarta. Worth every penny!"
39,98,4,"Taman Pelangi Yogyakarta bikin hati adem, overall pengalaman di sini menyenangkan!"
39,55,4,"Klenteng Jin De Yuan bikin hati adem, overall pengalaman di sini menyenangkan!"
39,260,3,"Museum Pos Indonesia rasanya agak kurang greget, tapi tetep layak dicoba kok."
39,305,5,"Gilaa, Sunrise Point Cukul keren banget! Liburan jadi lebih seru gara-gara ke sini."
39,254,4,"Seru banget liburan di Teras Cikapundung BBWS, meskipun ada sedikit kekurangan kecil."
39,322,4,"Nyaman banget di Bukit Jamur, walaupun gak sepenuhnya sempurna."
39,362,3,"Danau Rawa Pening rasanya agak kurang greget, tapi tetep layak dicoba kok."
39,386,2,"Ada beberapa hal di Air Terjun Semirang yang bikin kecewa, gak sesuai harapan."
39,218,5,Kawah Putih juara banget! Gak ada tandingannya buat liburan kali ini.
39,36,5,"Suasananya enak, pemandangannya cakep banget di Skyrink - Mall Taman Anggrek. Worth every penny!"
39,269,3,"Bumi Perkemahan Batu Kuda rasanya agak kurang greget, tapi tetep layak dicoba kok."
39,371,4,"Hampir semua hal di Wisata Eling Bening sesuai ekspektasi, jadi bakal balik lagi pastinya."
39,208,3,"Taman Sungai Mudal rasanya agak kurang greget, tapi tetep layak dicoba kok."
39,319,2,"Ada beberapa hal di Kawah Rengganis Cibuni yang bikin kecewa, gak sesuai harapan."
39,360,4,"Air Terjun Kali Pancur bikin hati adem, overall pengalaman di sini menyenangkan!"
39,220,4,"Dusun Bambu bikin hati adem, overall pengalaman di sini menyenangkan!"
39,356,4,"Saloka Theme Park itu bagus banget, tapi ada beberapa hal yang bisa ditingkatkan lagi."
